serial_no,question,answer,model_raw_response,isCorrect
262,কোন প্রক্রিয়ায় নিউক্লিয়াসের বিভাজন ঘটে?,ইন্টারকাইনেসিস,0,0
263,নিচের কোনটি খাদ্য গিলে ফেলার সময় স্বরযন্ত্র (Larynx) এর ছিদ্র বন্ধ করে?,কোয়ানি,0,0
264,কোন ধমনি রুই মাছের বক্ষ পাখনাকে (pectoral fin) রক্ত সরবরাহ করে?,কডাল ধমনি,0,0
265,ঘাসফড়িং-এর স্পাইরাকল কে ঘিরে রাখে কোনটি?,ইন্টিমা,0,0
266,মানুষের ক্ষেত্রে নিচের কোনটি এক্টোডার্ম (Ectoderm) থেকে গঠিত হয়?,গলবিল,0,0
267,নিচের কোন হরমোনটি ডিম্বাশয়ের কর্পাস লুটিয়াম থেকে নিঃসৃত হয়?,টেস্টোস্টেরন,0,0
268,নিচের কোন গ্রন্থির নালি দ্বিতীয় ঊর্ধ্ব মোলার দাঁতের মুখগহ্বরে উন্মুক্ত হয়?,প্যালাটাইন গ্রন্থি,0,0
269,কোষের কোন অঙ্গাণু অটোফ্যাগিতে জড়িত?,গলজি বডি,0,0
270,কোনটি কিডনীর কাজ নয়?,রক্তের অ্যাসিড ভারসাম্য বজায় রাখা,0,0
271,মানুষের মুখমণ্ডলে কতগুলো অস্থি আছে?,০৮,0,0
272,রক্ত জমাট বাঁধতে নিচের কোন ধাতব আয়নটি অংশগ্রহণ করে?,Mg++,0,0
273,ক্রোমাটোগ্রাফির (Chromatography) কয়টি পর্যায় (Phase) আছে?,03,0,0
274,নিচের কোনটি পিত্তরসের উপাদান নয়?,পানি,0,0
275,নিচের কোনটি পশ্চাৎ মস্তিষ্কের (Hindbrain) অংশ নয়?,সেরেবেলাম,0,0
276,কোনটি চোখে প্রতিসারক মাধ্যম হিসাবে কাজ করে না?,কর্নিয়া,0,0
277,নিচের কোন হরমোনটি পাকস্থলির HCI নিঃসরণ নিয়ন্ত্রণ করে?,কোলেসিস্টোকাইনিন,0,0
278,নিচের কোন স্তন্যপায়ী প্রাণির (Mammals) দুগ্ধে ল্যাকটোজ সবচেয়ে বেশি থাকে?,গরু,0,0
279,নিচের কোনটি বহিঃক্ষরা (Exocrine) গ্রন্থি নয়?,প্যারোটিড গ্রন্থি,0,0
280,নিচের কোনটি টক্সোয়েড ভ্যাকসিন?,হাম,0,0
281,কী ধরনের এপিথেলিয়াম বোম্যান'স ক্যাপসুল গঠন করে?,Cuboidal,0,0
282,নিচের কোন কোষটি হাইড্রার এপিডার্মিস (Epidermis) এর অংশ নয়?,স্নায়ু কোষ,0,0
283,কোনটি খাদ্যমণ্ড (Food bolus) কে মানবদেহের নাসাছিদ্রের (Nasal aperture) পথে প্রবেশে বাধা দেয়?,কঠিন তালু,0,0
284,নিচের কোনটি ঘাসফড়িং এর পশ্চাৎ-পোষ্টিকনালির অংশ?,ক্রপ,0,0
285,নিচের কোনটি অ্যান্টিজেন নয়?,লিপোপ্রোটিন,0,0
286,কোন প্রযুক্তি ইনসুলিন তৈরিতে ব্যবহার করা হয়?,জীন ক্লোনিং,1,1
287,নিচের কোন হরমোনটি থাইরয়েড গ্রন্থি থেকে নিঃসৃত হয় না?,ট্রাই-আয়োডা-থাইরোনিন,0,0
288,বৃক্কের গাঠনিক ও কার্ষিক একক কোনটি?,ল্যাকুনা,0,0
289,নিচের কোনটি মারসুপিয়াল স্তন্যপায়ী প্রাণী?,বানর,0,0
290,নিচের কোনটি ভাইরাসকে নিষ্ক্রিয় করতে পারে?,ব্যাকটেরিয়া,0,0
291,নিচের কোন গ্রন্থিটি ক্যালসিয়াম বিপাকে সহায়তা করে?,অ্যাড্রেনাল,0,0
292,মাতৃদুগ্ধে কোন অ্যান্টিবডি (Antibody) পাওয়া যায়?,IgG,0,0
293,নিচের কোন এনজাইমটি অগ্ন্যাশয় রসে বিদ্যমান?,ল্যাকটোজ,0,0
294,নিচের কোনটি রক্ত জমাট বাঁধার মূল উপাদান নয়?,ক্যালসিয়াম আয়ন,0,0
295,অন্ত্রের কোন স্তরে গবলেট কোষ (Goblet cell) থাকে?,সাবমিউকোসা,0,0
296,কোনটি সিক্রেটিন ক্ষরণ করে?,অগ্ন্যাশয়,0,0
297,Arthropoda এর বর্গ নয় কোনটি?,Millipedes,1,1
298,কোথায় এনজাইম নেই?,রক্তে,0,0
299,ক্ষুদ্র লসিক নালিকে কি বলে?,সবগুলো,0,0
300,হার্ডেরিয়ান গ্রন্থির অবস্থান কোথায়?,কান,0,0
301,পিটুইটারি গ্রন্থি থেকে কোন হরমোন নিঃসৃত হয়?,থাইরয়েড,0,0
302,শুক্রাণুর অ্যাক্রোসোম তৈরি করে কোনটি?,কোষপ্রাচীর,0,0
303,কোনটি অতি বিপন্ন প্রাণী?,আফ্রিকান সজারু,0,0
304,ট্রফোব্লাস্ট থেকে ভিলাই বের হতে থাকে—,১ম সপ্তাহের শেষে,0,0
305,অ্যানিমাল পোলের ক্ষেত্রে কোনটি সঠিক?,এতে বৃহৎ পরিমাণে কুসুম কোষ রয়েছে,1,1
307,কোনটি বর্ণ সংবেদী?,পিউপিল,0,0
308,থিবেসিয়ান কপাটিকা কোথায় অবস্থিত?,হৃৎপিন্ড গাত্র থেকে আগত রক্তকে ডান নিলয়ে প্রেরণ করে,0,0
309,জীব-বৈচিত্র্য অঞ্চলকে কী বলা হয়?,ভাইভারসিটি স্পট,0,0
310,শীতকালে কোন প্রাণীটি ঘুমিয়ে কাটায়?,বাদুড়,0,0
311,সিফিলিস রোগের জন্য দায়ী নিচের কোনটি?,Trichomonas vaginalis,0,0
312,জিহ্বা থেকে স্বাদের অনুভূতি গ্রহণ করে কোন স্নায়ু?,ট্রাইজেমিনাল স্নায়ু,0,0
313,নিচের কোনটি ক্যান্সার রোগের চিকিৎসায় ব্যবহৃত হয়?,Histone protein,0,0
314,নিচের কোন বৈশিষ্ট্য পলিজিন দ্বারা নিয়ন্ত্রিত হয় না?,বুদ্ধিমত্তা,0,0
315,নিচের কোনটি মিশ্র গ্রন্থির উদাহরণ নয়?,অন্ত্রীয় গ্রন্থি,1,1
316,নিচের কোনটি সমগোত্রীয় পাখির উদাহরণ নয়?,গোল্ডেন প্লোভার,0,0
317,কোনটি সেরেব্রামের কাজ নয়?,স্মৃতিশক্তি,0,0
318,চোখের লেন্স ও রেটিনার মধ্যে অবস্থান করে নিচের কোনটি?,অ্যাকুয়াস হিউমার,0,0
319,মধ্যচ্ছদার উপস্থিতি বা Presence of diaphragm কোন পর্বের প্রাণির বৈশিষ্ট্য?,Amphibia,0,0
320,হাইড্রার এন্ডোডার্মিসের যেকোনো কোষ তৈরি করতে পারে কোনটি?,সংবেদী কোষ,0,0
321,বাংলাদেশে সন্ধানপ্রাপ্ত ঘাসফড়িংয়ের প্রজাতির সংখ্যা কত?,দুই শতটি,0,0
322,রুই মাছের হৃৎপিণ্ডকে কী নামে অভিহিত করা হয়?,ধমনি হৃৎপিণ্ড,1,1
323,একজন পূর্ণ বয়স্ক মানুষের নিচের চোয়ালে মোলার দাঁতের সংখ্যা কত?,৩টি,0,0
324,মানুষের যকৃতের বাহিরের দিকে আবৃতকারী পর্দার নাম কী?,রেনাল ক্যাপসুল,0,0
325,স্থুলতার সাথে নিচের কোন রোগটি সম্পর্ক যুক্ত নয়?,ক্যানসার,0,0
326,মানবদেহে শ্বেত রক্ত কণিকার পরিমাণ 4000/dL এর চেয়ে কমে গেলে সেই অবস্থাকে কী বলে?,Polycythemia,0,0
327,সাইনুসাইটিস রোগের প্রধান উপসর্গ কোনটি?,মাথা ব্যাথা,0,0
328,নিচের কোনটি মানুষের অক্ষীয় কঙ্কালতন্ত্রের অংশ?,ফিমার,0,0
329,নিচের কোন অঙ্গে স্থিতিস্থাপক তরুণাস্থি পাওয়া যায়?,উপজিহ্ব,1,1
330,মানুষের জিহ্বার সঞ্চালন নিয়ন্ত্রণ করে কোন করোটিক স্নায়ু?,অকুলোমোটর স্নায়ু,0,0
331,নিচের কোনটি মেনিনজেসের অংশ নয়?,পায়া ম্যাটার,0,0
332,চোখের রেটিনার যে অংশ আলোকসংবেদী নয় তাকে বলে-,ফোবিয়া সেন্ট্রালিস,0,0
333,নিচের কোন জোড়াটি লোকাল হরমোনের উদাহরণ?,সিক্রিটিন ও এন্টারোগ্যাস্ট্রিন,0,0
334,মানুষের যকৃতে অবস্থানকারী ম্যাক্রোফেজের নাম কী?,নিউট্রোফিল,0,0
335,ভাইরাসের আক্রমণে শরীরের ভিতরে স্বতঃস্ফূর্তভাবে নিচের কোনটি তৈরি হয়?,মনোসাইট,0,0
336,মানুষের সংখ্যা কোন রক্তগ্রুপে সবচেয়ে বেশি?,B,0,0
337,হাইড্রার দেহের ক্ষুদ্রতম নেমাটোসিস্ট কোনটি?,স্টিনোটিল,0,0
338,প্রাপ্তবয়স্ক মানুষের নিচের চোয়ালে দন্তকুঠুরীর সংখ্যা কত?,৪টি,0,0
339,মোলার দাঁতের কাজ কোনটি?,খাবার ছোঁড়া ও চর্বন করা,1,1
340,আমিষ পরিপাককারী এনজাইম কোনটি?,লাইপেজ,0,0
341,মানুষের যকৃতে অবস্থানকারী ম্যাক্রোফেজের নাম কী?,নিউট্রোফিজ,0,0
342,নিচের কোন জোড়াটি লোকাল হরমোনের উদাহরণ?,ইস্ট্রোজেন ও প্রজেস্টেরণ,0,0
343,মানব পিত্তরস সম্বন্ধে নিচের কোন তথ্যটি সঠিক?,পাকস্থলিতে পরিপাকে সহায়তা করে,0,0
344,নিচের কোন জোড়াটি লোকাল হরমোনের উদাহরণ?,ইস্ট্রোজেন ও প্রজেস্টেরণ,0,0
345,"মানব পিত্তরস সম্বন্ধে নিচের কোন তথ্যটি সঠিক, ইহা-",পাকস্থলিতে পরিপাকে সহায়তা করে,0,0
346,স্বাভাবিক ওজনের মানুষের বডি মাস ইনডেক্স (BMI) কত?,35 - 39.9 kg/m²,0,0
347,অদানাদার বা অ্যাগ্রানুলোসাইট কোনটি?,বেসোফিল,0,0
348,মানুষের রক্ত জমাট বাঁধার মূল উপাদান নয় কোনটি?,প্রোথ্রম্বিন,0,0
349,পেসমেকারের অবস্থান হৃৎপিণ্ডের কোথায়?,ডান নিলয়,0,0
350,একজন সুস্থ পূর্ণবয়স্ক মানুষ বিশ্রামরত অবস্থায় মিনিটে কতবার শ্বসনক্রিয়া সম্পাদন করে?,30-40 বার,0,0
351,মানব রেচনতন্ত্রের অংশ নয় কোনটি?,রেচননালি,0,0
352,ইন্টারক্যালেটেড ডিস্ক কোন ধরনের পেশির বৈশিষ্ট্য?,রৈখিক পেশি,0,0
353,পাকস্থলিতে কোন করোটিক স্নায়ুর কার্যক্রম বিদ্যমান?,অকুলোমোটর,0,0
354,সেরেব্রামের দুটি খণ্ডকে সংযোগকারী স্নায়ু গুচ্ছের নাম-,কর্পাস লুটিয়াম,0,0
355,রক্তে Na⁺ ও K⁺ এর সমতা রক্ষা করে কোন হরমোন?,এড্রেনালিন,0,0
356,মানবদেহে সর্ববৃহৎ অঙ্গ কোনটি?,প্লীহা,0,0
357,নিষ্ক্রিয় ভ্যাক্সিন কোনটি?,হিউম্যান প্যাপিলোমা ভাইরাস ভ্যাক্সিন,1,1
358,AB ব্লাড গ্রুপের দাতা কোন গ্রুপকে রক্ত দিতে পারবে?,A গ্রুপ,0,0
359,কত সেলসিয়াস তাপমাত্রার নিচে রুই মাছ বাঁচতে পারে না?,20°C,0,0
360,প্রোটিন পরিপাককারী এনজাইম নয় কোনটি?,কাইমোট্রিপসিন,0,0
361,Kupffer's Cell থাকে কোথায়?,অগ্ন্যাশয়,0,0
362,একটি হৃৎপিণ্ডে প্রতি মিনিটে ৮০ বার হৃদকম্পন হলে হৃদচক্রের স্থায়িত্ব কত?,0.80 সেকেন্ড,1,1
363,কোনটি হৃদপিণ্ডকে বিভিন্ন প্রকোষ্ঠে বিভক্ত করে?,মায়োকার্ডিয়াম,0,0
364,করোনারি ধমনি সরু হয়ে যাওয়া নির্ণয়ে ব্যবহৃত হয় কোন পরীক্ষা?,ইসিজি,0,0
365,বিশ্বব্যাপী রক্তশূন্যতার প্রধানতম কারণ কী?,ভিটামিন বি-১২ ঘাটতি জনিত,0,0
366,Adam's Apple কোথায় থাকে?,ফুসফুস,0,0
367,বৃক্কের কাজ নয় কোনটি?,রক্তের আয়ন নিয়ন্ত্রণ করা,0,0
368,স্বাভাবিক মূত্রের রং খড়ের রং হওয়ার কারণ কী?,বিলিরুবিন,0,0
369,মানুষের কপাল কোন অস্থি দিয়ে তৈরি হয়?,টেমপোরাল,0,0
370,সিসাময়েড অস্থি কোনটি?,টিবিয়া,0,0
371,সাদা লেগহর্ণ ও সাদা ওয়াইনডট এর মধ্যে ক্রস ঘটিয়ে ফলাফল পান-,"Cune not, 1905",0,0
372,কোনটি মানুষের পশ্চাৎ মস্তিষ্কের অংশ নয়?,সেরেবেলাম,0,0
373,চোখের রেটিনার ভিতর সবচেয়ে আলোক সংবেদী অংশের নাম কী?,সাদা বিন্দু,0,0
374,মানবদেহের সবচেয়ে ছোট অনাল গ্রন্থি কোনটি?,সুপ্রারেনাল,0,0
375,নিচের কোন হরমোন রক্তে সোডিয়ামের মাত্রা নিয়ন্ত্রণ করে?,থাইরক্সিন,0,0
376,নিচের কোনটি সহজাত প্রতিরক্ষার উদাহরণ নয়?,ব্যক্তিগত প্রতিরক্ষা,1,1
377,ব্যাঙের শীতনিদ্রা' কোন ধরনের ট্যাক্সিসের উদাহরণ?,ধনাত্মক কেমোট্যাক্সিস,0,0
378,মুখবিবরে 'র ্যাডুলা' নামক অংশ থাকে কোন পর্বের প্রাণীতে?,Nematoda,0,0
379,হাইড্রার বহিঃত্বকে সমগ্র স্থান জুড়ে অবস্থান করে কোনটি?,স্নায়ু কোষ,0,0
380,ঘাসফড়িংয়ের পুঞ্জাক্ষির কোন অংশটি আলো গ্রহণ করে?,ক্রিস্টালাইন কোণ কোষ,0,0
381,রুই মাছের আঁইশ কোন ধরনের?,টিনয়েড,1,1
382,হেপারিন তৈরি ও নিঃসরণ করা কোন কোষের কাজ?,neutrophil,0,0
383,হৃৎপিণ্ডের কোন কপাটিকায় তিনটি কাম্প থাকে না?,পালমোনারি কপাটিকা,0,0
384,কোন জাতীয় ব্যারোরিসেপ্টর রক্তের আয়তন নিয়ন্ত্রণে ভূমিকা রাখে?,অ্যাট্রিয়াল ব্যারোরিসেপ্টর,1,1
385,নিচের কোনটি মানবদেহের শ্বসনতন্ত্রের বায়ু পরিবহন অঞ্চল নয়?,প্রান্তীয় ব্রঙ্কিওল,0,0
386,সারফেকট্যান্ট কোথায় পাওয়া যায়?,শ্বাসনালিতে,0,0
387,রক্তে CO₂ পরিবহনের মাধ্যম নয় কোনটি?,কার্বামিনো যৌগ,0,0
388,কোনটি মানুষের মুখমণ্ডলীয় অস্থি নয়?,ম্যান্ডিবল অস্থি,0,0
389,করোটিক স্নায়ুর কাজ সম্পর্কিত নিচের কোন তথ্যটি সঠিক নয়?,গ্লসোফ্যারিঞ্জিয়াল - গলবিলের সঞ্চালন,1,1
390,চোখের স্কেরার রঙ কী?,লাল,0,0
391,মানবদেহের ভারসাম্য নিচের কোনটি রক্ষা করে?,নাসাগলবিল,0,0
392,মানবদেহে ক্যালসিয়াম ও ফসফরাসের বিপাক নিয়ন্ত্রণ করে কোন গ্রন্থি?,এড্রেনাল,0,0
393,মানব দেহে নিষেক প্রক্রিয়া কোথায় সংঘটিত হয়?,সারভিক্স,0,0
394,প্রথম টেস্টটিউব বেবির নাম কী?,হেনরি ওয়ার্টসন,0,0
395,নিচের কোনটি মানুষের প্রাথমিক প্রতিরোধ ব্যবস্থা নয়?,সিরুমেন,0,0
396,নিচের কোনটি সেক্স-লিংকড ডিসঅর্ডার নয়?,ডুশেনি মাসকুলার ডিস্ট্রফি,0,0
397,মারসুপিয়াল স্তন্যপায়ী প্রাণী কোন মহাদেশে পাওয়া যায়?,আফ্রিকা,0,0
398,নিচের কোনটি দ্বিঅরীয় প্রতিসাম্য প্রাণীর উদাহরণ?,সী অ্যানিমন,0,0
399,হাইড্রার খাদ্য নয় কোনটি?,খণ্ডকায়িত প্রাণী,1,1
400,ঘাসফড়িংয়ের রক্ত সংবহনতন্ত্রের অংশ নয় কোনটি?,হিমোলিম্ফ,0,0
401,স্ত্রী রুইমাছ ডিম পাড়ে কখন?,সেপ্টেম্বর-জানুয়ারি মাস,0,0
402,নিচের কোন হরমোনটি পাকস্থলীর হাইড্রোক্লোরিক অ্যাসিড নিঃসরণ নিয়ন্ত্রণ করে?,সোমাটোস্টাটিন,1,1
403,নিচের কোনটি তৈরির প্রক্রিয়াকে এরিথ্রোপোয়েসিস বলে?,শ্বেত রক্তকণিকা,0,0
404,হৃদ-ফুসফুস যন্ত্র (Heart-Lung Machine) কোন কাজে ব্যবহৃত হয়?,পেসমেকার বসাতে,0,0
405,হেনলির লুপের অবস্থান বৃক্কের কোথায়?,ইফারেন্ট ধমনিকাতে,0,0
406,মানবদেহের করোটিকাতে কতগুলো অস্থি আছে?,10টি,0,0
407,পূর্ণ সংবেদী স্নায়ু নয় কোনটি?,অপটিক স্নায়ু,0,0
408,প্রাপ্তবয়স্ক মানুষের মস্তিষ্কে নিউরনের সংখ্যা কত?,১০ লক্ষ,0,0
409,নিচের কোনটি মিশ্র গ্রন্থি নয়?,ডিম্বাশয়,0,0
410,বুকের দুধে কোন ধরনের ইমিউনোগ্লোবিন (Ig) থাকে?,IgA,1,1
411,"কনে হিমোফিলিয়া বাহক, বর সুস্থ, এদের সন্তানদের ক্ষেত্রে কোনটি মিথ্যা?",কন্যাদের অর্ধেক বাহক হবে,0,0
412,ফিলোসফিকা জুওলজিক' গ্রন্থের রচয়িতা কে?,ভাইজম্যান,0,0
413,জুরাসিক সময়কাল বলা হয় কত আগের সময়কে?,২৫ কোটি বছর,0,0
414,দ্রুত চলাচলের জন্য Hydra কোন চলন পদ্ধতি ব্যবহার করে?,Gliding,1,1
415,কোনটি ঘাসফড়িং এর মস্তকের বহিঃকঙ্কালের অংশ নয়?,ভার্টেক্স,0,0
416,রুই মাছের আঁইশের বৃদ্ধি কোন সময়ে বেশি হয়?,শীতকালে,0,0
417,মানুষের যকৃতের সবচেয়ে বড় খণ্ডাংশটি হলো-,কোয়াড্রেট খণ্ড,0,0
418,কোনটি ক্ষুদ্রান্ত্রের অংশ নয়?,জেজুনাম,0,0
419,নিচের কোন BMI (Body Mass Index) অতিরিক্ত ওজন নির্দেশ করে?,35.0 - 39.9 Kg/m²,0,0
420,একজন ৬ বছরের বালিকার দাঁতের সংকেত (ICPM) কোনটি?,I2C2P1M0,0,0
421,কোনটি ক্ষুদ্রান্ত্রের অংশ নয়?,জেজুনাম,0,0
422,নিচের কোন BMI (Body Mass Index) অতিরিক্ত ওজন নির্দেশ করে?,35.0 - 39.9 Kg/m²,0,0
423,নিউক্লিয়াসবিহীন কোষ হলো-,হৃদকোষ,0,0
424,মানুষের স্বাভাবিক রক্ত ক্ষরণকাল-,৪০-৫৫ মিনিট,0,0
425,একই সাথে শরীরে রক্তে অক্সিজেনের ঘনত্ব ও হৃৎস্পন্দনের পরিমাপক যন্ত্রের নাম কি?,ব্যারোমিটার,0,0
426,হৃদযন্ত্রের রোগ নির্ণয়ে প্রাথমিক পরীক্ষা কোনটি?,ইটিটি,0,0
427,কৃত্রিম পেসমেকার যন্ত্রে কোন ব্যাটারি ব্যবহার করা হয়?,Li আয়ন ব্যাটারি,0,0
428,শ্বসন কেন্দ্র অবস্থিত কোথায়?,স্নায়ুরজ্জু,0,0
429,কোনটি প্যারানাসাল সাইনাস নয়?,স্কেনয়ডাল সাইনাস,0,0
430,মানুষের কব্জিতে হাড়ের সংখ্যা কত?,১০টি,0,0
431,নিচের কোনটি মিনারেলোকোর্টিকয়েড হরমোনের কাজ নয়?,K⁺ রেচন হার বৃদ্ধি করা,0,0
432,কোনটি মিশ্র গ্রন্থি?,অশ্রু,0,0
433,সিমেন তৈরির জন্য পিচ্ছিল পদার্থ ক্ষরণ করে কোন অঙ্গ?,এপিডিডাইমিস,0,0
434,ব্যাকটেরিয়া ধ্বংসে অ্যান্টিবডিকে সহায়তা করে কোনটি?,অণুচক্রিকা,0,0
435,হোমোলোগাস ক্রোমোজোমের একটি লোকাসে দুটি জিন একত্রে থাকাকে কী বলে?,জিনোটাইপ,0,0
436,জেলিফিশ কোন পর্বের প্রাণী?,মোলাস্কা,0,0
437,কোন প্রাণী অযৌন ও যৌন দুভাবেই প্রজনন সম্পন্ন করে?,মৌমাছি,0,0
438,ঘাসফড়িং এর অগ্রভাগের সরু ও শক্ত ডানাদ্বয়কে কী বলে?,ট্রক্যান্টার,0,0
439,কোন ভিটামিন পানিতে দ্রবণীয়?,ভিটামিন K,0,0
440,পেপসিনের ক্ষেত্রে কোনটি সত্য নয়?,ইহা আমিষ পরিপাক শুরু করে,0,0
441,কোনটি অদানাদার শ্বেত কণিকা?,বেসোফিল,0,0
442,স্বাভাবিক অবস্থায় মানবদেহের রক্তের pH এর মান-,7.04,0,0
443,নিচের কোনটি পালমোনারি সংবহনের অংশ নয়?,ফুসফুস,0,0
444,কোন চক্রের মাধ্যমে যকৃতে ইউরিয়া তৈরি হয়?,কার্বন চক্র,0,0
445,নিচের কোনটি বক্ষ অস্থিচক্রের হাড়?,পিউবিস,0,0
446,মানুষের নবম জোড়া করোটিক স্নায়ুর নাম কী?,অ্যাবডুসেন্স,0,0
447,মস্তিষ্কের কোন অংশে ক্ষুধা নিয়ন্ত্রণ কেন্দ্র অবস্থিত?,সেরেবেলাম,0,0
448,ডায়েনসেফালনের মধ্যস্থ গহবরটিকে কী বলে?,প্রথম ভেন্ট্রিকল,0,0
449,পিউপিলের অবস্থান কোথায়?,কোরয়েডের নিচে,0,0
450,মেলানিন রঞ্জকে রঞ্জিত স্তর কোনটি?,সাসপেন্সরী লিগামেন্ট,0,0
451,অগ্ন্যাশয়ের আলফা কোষ থেকে নিঃসৃত হয়—,ইনসুলিন,0,0
452,কোন গ্রন্থির ক্ষরণকাল আজীবন নয়?,টেসটিস,0,0
453,নিচের কোনটি ভ্রূণীয় এক্টোডার্ম স্তর থেকে তৈরি হয়?,অস্থি সন্ধি,0,0
454,মানুষের দেহকোষে কতটি অটোজোম থাকে?,২৩টি,0,0
455,নিচের কোনটির দ্বারা গনোরিয়া রোগ হয়?,প্রোটোজোয়া,0,0
456,ভ্রান্ত সিলোমযুক্ত প্রাণীর পর্ব কোনটি?,Cnidaria,0,0
457,হাইড্রার মুকুল কী কাজে ব্যবহৃত হয়?,যৌন প্রজনন,0,0
458,রক্তস্রোতে থাকা অতিরিক্ত গ্লুকোজ থেকে যকৃতে সঞ্চিত পলিস্যাকারাইড হলো-,স্টার্চ,0,0
459,মাইক্রোভিলাইগুলো একত্রিতভাবে ক্ষুদ্রান্ত্রের উপরিভাগে কী সৃষ্টি করে?,পাইলোরিক স্ফিঙ্কটার,0,0
460,স্থূলতার সহিত সম্পর্কযুক্ত রোগ কোনটি?,রেনাল ফেইলিওর,0,0
461,ফুসফুসের গঠন ও কার্যগত একক-,গ্লোমেরুলাস,0,0
462,স্বাভাবিক মূত্রের বর্ণ হালকা হলুদ হয় কিসের উপস্থিতিতে?,অ্যামোনিয়া,0,0
463,নিচের কোনটি ক্লাভিকলের বৈশিষ্ট্য?,এটি অস্থির মজ্জা গহবর আছে,0,0
464,চলনের সময় হাঁটুকে ভাঁজ করে কোন মাংসপেশী?,ডেল্টয়েড,0,0
465,মেরুদন্ডের এটলাস ও এক্সিসের মধ্যবর্তী অস্থিসন্ধি কোনটি?,স্যাডেল,0,0
466,মোটর প্রকৃতির স্নায়ু কোনটি?,অপথ্যালমিক,0,0
467,সন্তান প্রসবে কোন হরমোন সাহায্য করে?,গোনাডোট্রপিন,0,0
468,মায়ের দুধে কি ধরনের প্রতিরক্ষা থাকে?,কৃত্রিম অক্রিয়,0,0
469,অ্যান্টিবডি ক্ষরণ করে কোন কোষ?,ম্যাক্রোফেজ কোষ,0,0
470,সর্বপ্রথম ভ্যাক্সিন কত সালে আবিষ্কৃত হয়?,1956,0,0
471,কোনটি সেক্স লিংকড ডিসঅর্ডার নয়?,সবগুলো,0,0
472,কোয়াগুলেশন ফ্যাক্টর কোনটির অভাবে হিমোফিলিয়া হয়?,VII ফ্যাক্টর,0,0
473,সপ্তম করোটিক স্নায়ু কোনটি?,অডিটরী,0,0
474,মানুষের রেসপিরেটরি সেন্টার কোনটিতে থাকে?,পনস,0,0
475,গলগন্ড রোগ হয় কোনটির অভাবে?,Calcium,0,0
476,ট্রপিক হরমোন কোনটি?,KSH,0,0
477,এপিডিডাইমিস এর দৈর্ঘ্য কত?,5ft,0,0
478,জাতীয় পাখির বৈজ্ঞানিক নাম কী?,Oryza sativa,0,0
479,হাইড্রা কোন পর্বের প্রাণী?,মলাস্কা,0,0
480,ঘাসফড়িং এর পুঞ্জাক্ষিতে কতটি ওমাটিডিয়াম রয়েছে?,900,0,0
481,নিষ্ক্রিয় ট্রিপসিনোজেন কে সক্রিয় ট্রিপসিনে পরিণত করে কে?,কার্বোহাইড্রেট,0,0
482,"চিকিৎসাবিদ্যার কোন শাখায় স্থূলতার কারণ, প্রতিরোধ ও চিকিৎসা সম্বন্ধে আলোচনা করা হয়?",Pediatrics,0,0
483,কোন প্রাণীর লোহিত কণিকায় নিউক্লিয়াস থাকে?,মানুষ,0,0
484,বাম অলিন্দ ও বাম নিলয়ের ছিদ্রপথে কোন কপাটিকা থাকে?,কোনোটিই নয়,0,0
485,মানবদেহের স্বাভাবিক ডায়াস্টলিক চাপ কত?,10,0,0
486,শ্বসনতন্ত্রের উৎপত্তি কোথা থেকে হয়?,Teloderm,0,0
487,কোনটি Larynx এর Cartilage নয়?,Epiglottis,0,0
488,কোষের অন্তঃশ্বসন কোথায় হয়?,কোষের চারপাশে,0,0
489,করোটিকার অস্থি কয়টি?,20,0,0
490,শোষিত খাদ্যবস্তুর প্রোটোপ্লাজমে রূপান্তরকে বলে-,অধিশোষণ,0,0
491,স্নেহজাতীয় পদার্থকে ফ্যাটি অ্যাসিড ও গ্লিসারলে পরিণত করে কোন এনজাইম?,রেনিন,0,0
492,রক্তের pH নির্ভর করে যার উপর-,এন্টিবডি,0,0
493,নিম্নের কোন অঙ্গে লোহিত কণিকা ধ্বংস হয়?,পাকস্থলী,0,0
494,নিম্নের কোনটি শরীরের অণুপ্রবেশিত জীবাণু ধ্বংস করার প্রক্রিয়া?,পিনোসাইটোসিস,0,0
495,নিম্নের কোনটি রক্ত জমাট বাঁধার মূল উপাদান নয়?,Ca,0,0
497,নিউক্লিয়াস বিশিষ্ট লোহিত কণিকা কোন প্রাণীতে থাকে?,মানুষে,0,0
498,কণিকাবিহীন রক্তের জলীয় অংশকে বলে-,সিরাম,1,1
499,মানবদেহে রোগ প্রতিরোধক হিসাবে কাজ করে কোনটি?,অনুচক্রিকা,0,0
500,নিম্নের কোন কোষটি হেপারিন নিঃসরণ করে?,লিম্ফোসাইট,0,0
501,নিম্নের উল্লেখিত কয়টি ফ্যাক্টর রক্ত জমাট বাধার প্রক্রিয়ায় অংশগ্রহণ করে?,12,0,0
502,লোহিত রক্তকণিকার উৎপত্তিস্থল নয়-,প্লীহা,1,1
503,লাল অস্থিমজ্জায় তৈরি হয়-,অণুচক্রিকা,0,0
504,হৃদপিন্ডের ডান অলিন্দ ও ডান নিলয়ের সংযোগ স্থলের কপাটিকার নাম-,অ্যাওর্টিক কপাটিকা,0,0
505,মাইট্রাল কপাটিকা নিম্নে উল্লেখিত কোথায় অবস্থিত?,ডান ও বাম নিলয়ের গোড়ায়,0,0
